slug,code,radon
length-of-the-longest-alphabetical-continuous-substring,"```python
class Solution:
    def longestContinuousSubstring(self, s: str) -> int:
        max_len = 1
        current_len = 1
        for i in range(1, len(s)):
            if ord(s[i]) - ord(s[i-1]) == 1:
                current_len += 1
                max_len = max(max_len, current_len)
            else:
                current_len = 1
        return max_len
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 1}, {'name': 'longestContinuousSubstring', 'complexity': 3, 'lineno': 2}], 'maintainability_index': 65.68029284925473, 'raw_metrics': {'loc': 11, 'lloc': 11, 'sloc': 11, 'comments': 0}}"
optimal-partition-of-string,"```python
class Solution:
    def partitionString(self, s: str) -> int:
        count = 1
        seen = set()
        for char in s:
            if char in seen:
                count += 1
                seen = set()
            seen.add(char)
        return count
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 1}, {'name': 'partitionString', 'complexity': 3, 'lineno': 2}], 'maintainability_index': 69.3113889160328, 'raw_metrics': {'loc': 10, 'lloc': 10, 'sloc': 10, 'comments': 0}}"
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,"```python
class Solution:
    def rearrangeSticks(self, n: int, k: int) -> int:
        MOD = 10**9 + 7
        dp = [[0] * (k + 1) for _ in range(n + 1)]
        dp[0][0] = 1
        for i in range(1, n + 1):
            for j in range(1, k + 1):
                dp[i][j] = (dp[i - 1][j - 1] + dp[i - 1][j] * (i - 1)) % MOD
        return dp[n][k]
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 1}, {'name': 'rearrangeSticks', 'complexity': 4, 'lineno': 2}], 'maintainability_index': 62.59939706300232, 'raw_metrics': {'loc': 9, 'lloc': 9, 'sloc': 9, 'comments': 0}}"
redistribute-characters-to-make-all-strings-equal,"```python
from typing import List
from collections import defaultdict

class Solution:
    def makeEqual(self, words: List[str]) -> bool:
        char_count = defaultdict(int)
        total_words = len(words)
        
        for word in words:
            for char in word:
                char_count[char] += 1
        
        for count in char_count.values():
            if count % total_words != 0:
                return False
        
        return True
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 4}, {'name': 'makeEqual', 'complexity': 5, 'lineno': 5}], 'maintainability_index': 64.00141650791889, 'raw_metrics': {'loc': 14, 'lloc': 14, 'sloc': 14, 'comments': 0}}"
minimum-operations-to-form-subsequence-with-target-sum,"```python
from typing import List

class Solution:
    def minOperations(self, nums: List[int], target: int) -> int:
        total = sum(nums)
        if total < target:
            return -1
        
        freq = [0] * 32
        for num in nums:
            power = num.bit_length() - 1
            freq[power] += 1
        
        operations = 0
        for i in range(31):
            if (target >> i) & 1:
                if freq[i] > 0:
                    freq[i] -= 1
                else:
                    j = i + 1
                    while j < 31 and freq[j] == 0:
                        j += 1
                    if j == 31:
                        return -1
                    freq[j] -= 1
                    operations += j - i
                    for k in range(i, j):
                        freq[k] += 1
            freq[i + 1] += freq[i] // 2
        
        return operations
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 11, 'lineno': 3}, {'name': 'minOperations', 'complexity': 10, 'lineno': 4}], 'maintainability_index': 49.170188753404965, 'raw_metrics': {'loc': 28, 'lloc': 28, 'sloc': 28, 'comments': 0}}"
number-of-subarrays-that-match-a-pattern-i,"```python
from typing import List

class Solution:
    def countMatchingSubarrays(self, nums: List[int], pattern: List[int]) -> int:
        count = 0
        n = len(nums)
        m = len(pattern)
        for i in range(n - m):
            match = True
            for k in range(m):
                if pattern[k] == 1:
                    if not (nums[i + k + 1] > nums[i + k]):
                        match = False
                        break
                elif pattern[k] == 0:
                    if not (nums[i + k + 1] == nums[i + k]):
                        match = False
                        break
                elif pattern[k] == -1:
                    if not (nums[i + k + 1] < nums[i + k]):
                        match = False
                        break
            if match:
                count += 1
        return count
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 11, 'lineno': 3}, {'name': 'countMatchingSubarrays', 'complexity': 10, 'lineno': 4}], 'maintainability_index': 50.78929036851037, 'raw_metrics': {'loc': 25, 'lloc': 25, 'sloc': 25, 'comments': 0}}"
points-that-intersect-with-cars,"```python
class Solution:
    def numberOfPoints(self, nums: List[List[int]]) -> int:
        covered = set()
        for start, end in nums:
            covered.update(range(start, end + 1))
        return len(covered)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 3, 'lineno': 2}, {'name': 'numberOfPoints', 'complexity': 2, 'lineno': 3}], 'maintainability_index': 76.42020806643173, 'raw_metrics': {'loc': 7, 'lloc': 7, 'sloc': 7, 'comments': 0}}"
count-the-number-of-beautiful-subarrays,"```python
from typing import List
from collections import defaultdict

class Solution:
    def beautifulSubarrays(self, nums: List[int]) -> int:
        prefix_xor = 0
        xor_counts = defaultdict(int)
        xor_counts[0] = 1
        result = 0
        
        for num in nums:
            prefix_xor ^= num
            result += xor_counts[prefix_xor]
            xor_counts[prefix_xor] += 1
        
        return result
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 3, 'lineno': 4}, {'name': 'beautifulSubarrays', 'complexity': 2, 'lineno': 5}], 'maintainability_index': 64.57246757719902, 'raw_metrics': {'loc': 14, 'lloc': 14, 'sloc': 14, 'comments': 0}}"
cherry-pickup-ii,"```python
class Solution:
    def cherryPickup(self, grid: List[List[int]]) -> int:
        rows = len(grid)
        cols = len(grid[0])
        
        dp = [[[ -1 for _ in range(cols) ] for __ in range(cols)] for ___ in range(rows)]
        
        dp[0][0][cols-1] = grid[0][0] + grid[0][cols-1]
        
        for i in range(1, rows):
            for j1 in range(cols):
                for j2 in range(cols):
                    max_prev = -1
                    for dj1 in [-1, 0, 1]:
                        prev_j1 = j1 + dj1
                        if prev_j1 < 0 or prev_j1 >= cols:
                            continue
                        for dj2 in [-1, 0, 1]:
                            prev_j2 = j2 + dj2
                            if prev_j2 < 0 or prev_j2 >= cols:
                                continue
                            if dp[i-1][prev_j1][prev_j2] > max_prev:
                                max_prev = dp[i-1][prev_j1][prev_j2]
                    if max_prev == -1:
                        continue
                    if j1 == j2:
                        current = grid[i][j1]
                    else:
                        current = grid[i][j1] + grid[i][j2]
                    dp[i][j1][j2] = max_prev + current
        
        max_cherries = 0
        for j1 in range(cols):
            for j2 in range(cols):
                if dp[rows-1][j1][j2] > max_cherries:
                    max_cherries = dp[rows-1][j1][j2]
        return max_cherries
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 20, 'lineno': 2}, {'name': 'cherryPickup', 'complexity': 19, 'lineno': 3}], 'maintainability_index': 45.93422639787637, 'raw_metrics': {'loc': 34, 'lloc': 34, 'sloc': 34, 'comments': 0}}"
make-string-a-subsequence-using-cyclic-increments,"```python
class Solution:
    def canMakeSubsequence(self, str1: str, str2: str) -> bool:
        m, n = len(str1), len(str2)
        if n > m:
            return False
        
        i = j = 0
        while i < m and j < n:
            c1 = str1[i]
            c2 = str2[j]
            if c1 == c2 or (ord(c2) - ord(c1)) % 26 == 1:
                j += 1
            i += 1
        
        return j == n
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 1}, {'name': 'canMakeSubsequence', 'complexity': 6, 'lineno': 2}], 'maintainability_index': 59.23102684725884, 'raw_metrics': {'loc': 13, 'lloc': 13, 'sloc': 13, 'comments': 0}}"
find-the-k-or-of-an-array,"```python
from typing import List

class Solution:
    def findKOr(self, nums: List[int], k: int) -> int:
        result = 0
        for i in range(32):
            mask = 1 << i
            count = 0
            for num in nums:
                if num & mask:
                    count += 1
                    if count >= k:
                        break
            if count >= k:
                result |= mask
        return result
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 3}, {'name': 'findKOr', 'complexity': 6, 'lineno': 4}], 'maintainability_index': 60.11990636615855, 'raw_metrics': {'loc': 16, 'lloc': 16, 'sloc': 16, 'comments': 0}}"
the-number-of-good-subsets,"```python
class Solution:
    def numberOfGoodSubsets(self, nums: List[int]) -> int:
        MOD = 10**9 + 7
        primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]
        count = [0] * 31
        for num in nums:
            count[num] += 1
        
        mask = [0] * 31
        for num in range(2, 31):
            tmp = num
            m = 0
            for i, p in enumerate(primes):
                if tmp % p == 0:
                    tmp //= p
                    m |= (1 << i)
                    if tmp % p == 0:
                        mask[num] = -1
                        break
            if mask[num] != -1:
                mask[num] = m
        
        dp = [0] * (1 << len(primes))
        dp[0] = 1
        
        for num in range(2, 31):
            if mask[num] == -1 or count[num] == 0:
                continue
            current_mask = mask[num]
            for prev_mask in range((1 << len(primes)) - 1, -1, -1):
                if (prev_mask & current_mask) == 0:
                    new_mask = prev_mask | current_mask
                    dp[new_mask] = (dp[new_mask] + dp[prev_mask] * count[num]) % MOD
        
        total = 0
        for m in range(1, 1 << len(primes)):
            total = (total + dp[m]) % MOD
        
        if count[1] > 0:
            total = (total * pow(2, count[1], MOD)) % MOD
        
        return total
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 15, 'lineno': 2}, {'name': 'numberOfGoodSubsets', 'complexity': 14, 'lineno': 3}], 'maintainability_index': 44.20398508679706, 'raw_metrics': {'loc': 37, 'lloc': 37, 'sloc': 37, 'comments': 0}}"
